City,Country,Region,Segment,Ship Mode,State,Days to Ship,Product Name,Discount,Actual Discount,Sales,Profit,Quantity,Category,Sub-Category,Year
Cork,Ireland,North,Corporate,Economy Plus,Cork,3,"Safco Stackable Bookrack, Traditional",0.5,74.0,148,-101,2,Furniture,Bookcases,2016
Cork,Ireland,North,Corporate,Economy Plus,Cork,3,"Office Star Steel Folding Chair, Red",0.5,206.5,413,-314,9,Furniture,Chairs,2016
London,United Kingdom,North,Home Office,Immediate,England,0,"Deflect-O Door Stop, Black",0.4,52.8,132,-79,5,Furniture,Furnishings,2016
London,United Kingdom,North,Home Office,Immediate,England,0,"Eldon Shelving, Blue",0.1,8.7,87,16,2,Office Supplies,Storage,2016
Maidenhead,United Kingdom,North,Consumer,Economy Plus,England,2,"BIC Markers, Water Color",0.0,0.0,118,41,4,Office Supplies,Art,2016
Maidenhead,United Kingdom,North,Consumer,Economy Plus,England,2,"OIC Staples, Assorted Sizes",0.0,0.0,18,7,2,Office Supplies,Fasteners,2016
Hagen,Germany,Central,Consumer,Economy,North Rhine-Westphalia,6,"Wilson Jones Index Tab, Clear",0.0,0.0,18,2,3,Office Supplies,Binders,2016
Sunderland,United Kingdom,North,Home Office,Economy,England,6,"Office Star Rocking Chair, Set of Two",0.0,0.0,429,17,3,Furniture,Chairs,2016
Sunderland,United Kingdom,North,Home Office,Economy,England,6,"Hon Removable Labels, Adjustable",0.0,0.0,21,1,2,Office Supplies,Labels,2016
Sunderland,United Kingdom,North,Home Office,Economy,England,6,"Logitech Numeric Keypad, USB",0.0,0.0,47,20,1,Technology,Accessories,2016
Madrid,Spain,South,Corporate,Economy,Madrid,5,"Deflect-O Stacking Tray, Erganomic",0.0,0.0,191,54,8,Furniture,Furnishings,2016
Bagnolet,France,Central,Consumer,Economy,Ile-de-France,4,"Rubbermaid Frame, Duo Pack",0.0,0.0,880,97,8,Furniture,Furnishings,2016
Bagnolet,France,Central,Consumer,Economy,Ile-de-France,4,"Acco Binding Machine, Recycled",0.0,0.0,154,39,3,Office Supplies,Binders,2016
Bagnolet,France,Central,Consumer,Economy,Ile-de-France,4,"Hewlett Fax Machine, Laser",0.15,122.4,816,-96,3,Technology,Copiers,2016
Perugia,Italy,South,Corporate,Economy Plus,Umbria,2,"Novimex Bag Chairs, Set of Two",0.6000000000000001,34.8,58,-52,3,Furniture,Chairs,2016
Perugia,Italy,South,Corporate,Economy Plus,Umbria,2,"Green Bar Message Books, Recycled",0.0,0.0,119,43,5,Office Supplies,Paper,2016
Perugia,Italy,South,Corporate,Economy Plus,Umbria,2,"Apple Smart Phone, Full Size",0.4,306.0,765,-153,2,Technology,Phones,2016
Vallauris,France,Central,Consumer,Economy,Provence-Alpes-Côte d'Azur,6,"Epson Receipt Printer, Durable",0.15,44.85,299,-28,3,Technology,Machines,2016
Acireale,Italy,South,Corporate,Economy Plus,Sicily,4,"Nokia Office Telephone, with Caller ID",0.4,78.0,195,-117,5,Technology,Phones,2016
Salon-de-Provence,France,Central,Consumer,Immediate,Provence-Alpes-Côte d'Azur,0,"Avery Binding Machine, Clear",0.0,0.0,290,35,6,Office Supplies,Binders,2016
Salon-de-Provence,France,Central,Consumer,Immediate,Provence-Alpes-Côte d'Azur,0,"Logitech Memory Card, USB",0.0,0.0,207,33,2,Technology,Accessories,2016
Nottingham,United Kingdom,North,Consumer,Priority,England,3,"Avery Legal Exhibit Labels, Adjustable",0.0,0.0,46,14,5,Office Supplies,Labels,2016
Crotone,Italy,South,Consumer,Economy,Calabria,5,"Advantus Push Pins, Assorted Sizes",0.0,0.0,36,7,3,Office Supplies,Fasteners,2016
Bordeaux,France,Central,Consumer,Priority,Aquitaine-Limousin-Poitou-Charentes,2,"Sharp Fax and Copier, Color",0.15,86.7,578,231,4,Technology,Copiers,2016
Amsterdam,Netherlands,Central,Consumer,Economy Plus,North Holland,4,"Rubbermaid Frame, Duo Pack",0.2,52.8,264,-30,3,Furniture,Furnishings,2016
Amsterdam,Netherlands,Central,Consumer,Economy Plus,North Holland,4,"Elite Scissors, High Speed",0.5,22.5,45,-2,4,Office Supplies,Supplies,2016
Dublin,Ireland,North,Consumer,Economy,Dublin,7,"Enermax Flash Drive, Erganomic",0.5,10.0,20,-2,1,Technology,Accessories,2016
Montrouge,France,Central,Consumer,Economy,Ile-de-France,5,"Breville Stove, Silver",0.1,151.8,1518,253,3,Office Supplies,Appliances,2016
Montrouge,France,Central,Consumer,Economy,Ile-de-France,5,"Stockwell Staples, Metal",0.0,0.0,21,6,2,Office Supplies,Fasteners,2016
Dewsbury,United Kingdom,North,Corporate,Economy Plus,England,3,"Hewlett Fax Machine, High-Speed",0.0,0.0,954,95,3,Technology,Copiers,2016
Oslo,Norway,North,Consumer,Economy,Oslo,6,"Binney & Smith Markers, Blue",0.0,0.0,169,32,7,Office Supplies,Art,2016
Oslo,Norway,North,Consumer,Economy,Oslo,6,"Ibico Binder, Recycled",0.0,0.0,32,3,2,Office Supplies,Binders,2016
Oslo,Norway,North,Consumer,Economy,Oslo,6,"SanDisk Mouse, Programmable",0.0,0.0,119,47,3,Technology,Accessories,2016
Lisbon,Portugal,South,Consumer,Economy,Lisboa,4,"Tenex Trays, Wire Frame",0.5,40.0,80,0,3,Office Supplies,Storage,2016
Valencia,Spain,South,Home Office,Economy Plus,Valenciana,3,"Stanley Pens, Blue",0.0,0.0,10,5,1,Office Supplies,Art,2016
Southend-on-Sea,United Kingdom,North,Consumer,Priority,England,2,"Smead Legal Exhibit Labels, Laser Printer Compatible",0.0,0.0,78,5,7,Office Supplies,Labels,2016
Milan,Italy,South,Corporate,Economy Plus,Lombardy,5,"Kleencut Trimmer, Serrated",0.0,0.0,191,51,5,Office Supplies,Supplies,2016
Milan,Italy,South,Corporate,Economy Plus,Lombardy,5,"Samsung Speaker Phone, Full Size",0.4,59.6,149,-40,2,Technology,Phones,2016
Worms,Germany,Central,Home Office,Priority,Rhineland-Palatinate,1,"Ikea Classic Bookcase, Traditional",0.1,37.1,371,115,1,Furniture,Bookcases,2016
Worms,Germany,Central,Home Office,Priority,Rhineland-Palatinate,1,"Safco 3-Shelf Cabinet, Pine",0.1,46.0,460,31,3,Furniture,Bookcases,2016
Worms,Germany,Central,Home Office,Priority,Rhineland-Palatinate,1,"Boston Pens, Easy-Erase",0.0,0.0,29,10,2,Office Supplies,Art,2016
Neuilly-sur-Seine,France,Central,Corporate,Priority,Ile-de-France,3,"SAFCO Chairmat, Red",0.1,16.2,162,20,3,Furniture,Chairs,2016
Neuilly-sur-Seine,France,Central,Corporate,Priority,Ile-de-France,3,"Cardinal Binding Machine, Recycled",0.0,0.0,150,32,3,Office Supplies,Binders,2016
Cologne,Germany,Central,Corporate,Economy,North Rhine-Westphalia,4,"Rubbermaid Photo Frame, Duo Pack",0.0,0.0,104,37,2,Furniture,Furnishings,2016
Rome,Italy,South,Consumer,Economy,Lazio,6,"Xerox Note Cards, Premium",0.0,0.0,132,26,5,Office Supplies,Paper,2016
London,United Kingdom,North,Consumer,Economy,England,7,"Stanley Canvas, Fluorescent",0.1,9.1,91,22,2,Office Supplies,Art,2016
London,United Kingdom,North,Consumer,Economy,England,7,"Acme Letter Opener, Steel",0.1,13.3,133,46,5,Office Supplies,Supplies,2016
Liverpool,United Kingdom,North,Consumer,Economy,England,5,"Enermax Numeric Keypad, Bluetooth",0.0,0.0,115,47,2,Technology,Accessories,2016
Reggio nell'Emilia,Italy,South,Home Office,Economy,Emilia-Romagna,4,"Smead Round Labels, Laser Printer Compatible",0.0,0.0,35,12,5,Office Supplies,Labels,2016
Castellammare di Stabia,Italy,South,Corporate,Economy,Campania,4,"Harbour Creations Chairmat, Set of Two",0.6000000000000001,18.0,30,-35,1,Furniture,Chairs,2016
Leiden,Netherlands,Central,Home Office,Economy,South Holland,5,"Avery Binder, Clear",0.5,9.5,19,-15,3,Office Supplies,Binders,2016
Maastricht,Netherlands,Central,Consumer,Priority,Limburg,3,"Avery 3-Hole Punch, Clear",0.5,13.5,27,-20,2,Office Supplies,Binders,2016
Maastricht,Netherlands,Central,Consumer,Priority,Limburg,3,"Belkin Flash Drive, Programmable",0.5,32.5,65,-52,3,Technology,Accessories,2016
Marseille,France,Central,Home Office,Economy Plus,Provence-Alpes-Côte d'Azur,5,"Cardinal Binder, Durable",0.0,0.0,92,5,6,Office Supplies,Binders,2016
Basel,Switzerland,Central,Consumer,Economy,Basel-Stadt,4,"Eldon Box, Wire Frame",0.0,0.0,47,15,5,Office Supplies,Storage,2016
Halesowen,United Kingdom,North,Home Office,Economy,England,4,"Stiletto Scissors, High Speed",0.0,0.0,142,3,6,Office Supplies,Supplies,2016
Barcelona,Spain,South,Home Office,Economy,Catalonia,4,"Acme Ruler, Serrated",0.0,0.0,54,15,4,Office Supplies,Supplies,2016
Ceuta,Spain,South,Corporate,Priority,Ceuta,3,"Smead Lockers, Blue",0.1,35.7,357,28,2,Office Supplies,Storage,2016
Rome,Italy,South,Consumer,Economy,Lazio,5,"Rubbermaid Photo Frame, Duo Pack",0.0,0.0,155,56,3,Furniture,Furnishings,2016
Rome,Italy,South,Consumer,Economy,Lazio,5,"BIC Markers, Water Color",0.0,0.0,148,52,5,Office Supplies,Art,2016
Rome,Italy,South,Consumer,Economy,Lazio,5,"Rogers Box, Blue",0.4,34.4,86,-55,6,Office Supplies,Storage,2016
Berlin,Germany,Central,Corporate,Economy,Berlin,4,"Hamilton Beach Blender, Silver",0.2,68.2,341,-85,6,Office Supplies,Appliances,2016
Berlin,Germany,Central,Corporate,Economy,Berlin,4,"Green Bar Message Books, Recycled",0.1,10.7,107,31,5,Office Supplies,Paper,2016
Berlin,Germany,Central,Corporate,Economy,Berlin,4,"Xerox Message Books, 8.5 x 11",0.1,15.4,154,22,7,Office Supplies,Paper,2016
Berlin,Germany,Central,Corporate,Economy,Berlin,4,"Belkin Memory Card, Bluetooth",0.1,62.0,620,82,6,Technology,Accessories,2016
Lisbon,Portugal,South,Consumer,Economy,Lisboa,7,"Eaton Memo Slips, Premium",0.5,17.0,34,-11,5,Office Supplies,Paper,2016
Ivry-sur-Seine,France,Central,Corporate,Economy Plus,Ile-de-France,4,"Brother Fax and Copier, High-Speed",0.15,72.6,484,28,3,Technology,Copiers,2016
Ludwigsburg,Germany,Central,Consumer,Economy Plus,Baden-Württemberg,4,"BIC Pens, Fluorescent",0.0,0.0,16,5,1,Office Supplies,Art,2016
Ludwigsburg,Germany,Central,Consumer,Economy Plus,Baden-Württemberg,4,"Accos Staples, 12 Pack",0.0,0.0,52,11,5,Office Supplies,Fasteners,2016
Ludwigsburg,Germany,Central,Consumer,Economy Plus,Baden-Württemberg,4,"Stockwell Push Pins, 12 Pack",0.0,0.0,27,2,2,Office Supplies,Fasteners,2016
Hamm,Germany,Central,Consumer,Economy,North Rhine-Westphalia,5,"Stanley Markers, Water Color",0.0,0.0,152,50,6,Office Supplies,Art,2016
Hamm,Germany,Central,Consumer,Economy,North Rhine-Westphalia,5,"Stanley Pencil Sharpener, Easy-Erase",0.0,0.0,78,27,3,Office Supplies,Art,2016
Hamm,Germany,Central,Consumer,Economy,North Rhine-Westphalia,5,"Avery Hole Reinforcements, Durable",0.0,0.0,30,11,5,Office Supplies,Binders,2016
Hamm,Germany,Central,Consumer,Economy,North Rhine-Westphalia,5,"Ames Mailers, Set of 50",0.0,0.0,179,25,5,Office Supplies,Envelopes,2016
Hamm,Germany,Central,Consumer,Economy,North Rhine-Westphalia,5,"Rogers Trays, Industrial",0.1,16.8,168,56,3,Office Supplies,Storage,2016
Hamm,Germany,Central,Consumer,Economy,North Rhine-Westphalia,5,"SanDisk Mouse, Erganomic",0.0,0.0,108,22,3,Technology,Accessories,2016
London,United Kingdom,North,Corporate,Economy Plus,England,3,"Harbour Creations Color Coded Labels, Laser Printer Compatible",0.1,3.5,35,4,3,Office Supplies,Labels,2016
London,United Kingdom,North,Corporate,Economy Plus,England,3,"Cisco Speaker Phone, VoIP",0.1,24.9,249,64,2,Technology,Phones,2016
Cologne,Germany,Central,Consumer,Priority,North Rhine-Westphalia,2,"Nokia Headset, VoIP",0.0,0.0,73,31,1,Technology,Phones,2016
Cottbus,Germany,Central,Home Office,Economy,Brandenburg,5,"Stockwell Push Pins, 12 Pack",0.0,0.0,28,3,2,Office Supplies,Fasteners,2016
Vienna,Austria,Central,Home Office,Economy,Vienna,5,"Stiletto Letter Opener, Easy Grip",0.0,0.0,150,29,5,Office Supplies,Supplies,2016
Toulouse,France,Central,Home Office,Economy,Languedoc-Roussillon-Midi-Pyrénées,4,"Stockwell Clamps, Bulk Pack",0.5,28.5,57,-48,6,Office Supplies,Fasteners,2016
The Hague,Netherlands,Central,Home Office,Economy Plus,South Holland,5,"Ikea Stackable Bookrack, Traditional",0.5,245.0,490,-128,8,Furniture,Bookcases,2016
Leeds,United Kingdom,North,Consumer,Economy,England,4,"Kraft Interoffice Envelope, Security-Tint",0.0,0.0,197,20,4,Office Supplies,Envelopes,2016
Kiel,Germany,Central,Consumer,Priority,Schleswig-Holstein,1,"Ibico Binder, Durable",0.0,0.0,34,1,2,Office Supplies,Binders,2016
Kiel,Germany,Central,Consumer,Priority,Schleswig-Holstein,1,"Kleencut Trimmer, High Speed",0.0,0.0,207,56,5,Office Supplies,Supplies,2016
Elx,Spain,South,Consumer,Economy,Valenciana,5,"Tenex File Cart, Single Width",0.1,48.5,485,199,4,Office Supplies,Storage,2016
Rome,Italy,South,Consumer,Economy Plus,Lazio,3,"Sanford Canvas, Blue",0.0,0.0,101,29,2,Office Supplies,Art,2016
Rome,Italy,South,Consumer,Economy Plus,Lazio,3,"Acco Binder Covers, Clear",0.0,0.0,26,11,2,Office Supplies,Binders,2016
Valladolid,Spain,South,Corporate,Immediate,Castile and León,0,"Binney & Smith Pens, Blue",0.0,0.0,48,20,4,Office Supplies,Art,2016
Valladolid,Spain,South,Corporate,Immediate,Castile and León,0,"Wilson Jones Index Tab, Economy",0.0,0.0,26,7,4,Office Supplies,Binders,2016
Valladolid,Spain,South,Corporate,Immediate,Castile and León,0,"Tenex Shelving, Industrial",0.1,14.9,149,15,3,Office Supplies,Storage,2016
La Spezia,Italy,South,Consumer,Economy,Liguria,4,"Bush Floating Shelf Set, Mobile",0.0,0.0,1217,304,7,Furniture,Bookcases,2016
La Spezia,Italy,South,Consumer,Economy,Liguria,4,"SAFCO Chairmat, Black",0.6000000000000001,69.0,115,-158,5,Furniture,Chairs,2016
La Spezia,Italy,South,Consumer,Economy,Liguria,4,"Eldon Door Stop, Erganomic",0.0,0.0,146,19,3,Furniture,Furnishings,2016
La Spezia,Italy,South,Consumer,Economy,Liguria,4,"Binney & Smith Pens, Easy-Erase",0.0,0.0,49,0,4,Office Supplies,Art,2016
La Spezia,Italy,South,Consumer,Economy,Liguria,4,"Memorex Router, USB",0.0,0.0,986,79,4,Technology,Accessories,2016
Friedberg,Germany,Central,Corporate,Priority,Hesse,2,"Avery Hole Reinforcements, Durable",0.0,0.0,18,6,3,Office Supplies,Binders,2016
Plaisir,France,Central,Home Office,Economy,Ile-de-France,5,"Hewlett Fax and Copier, Laser",0.15,123.0,820,38,5,Technology,Copiers,2016
Plaisir,France,Central,Home Office,Economy,Ile-de-France,5,"Apple Smart Phone, Full Size",0.15,731.55,4877,746,9,Technology,Phones,2016
Creil,France,Central,Consumer,Economy Plus,Nord-Pas-de-Calais-Picardie,5,"Enermax Message Books, Recycled",0.0,0.0,90,39,4,Office Supplies,Paper,2016
Barcelona,Spain,South,Consumer,Economy,Catalonia,4,"Ikea Floating Shelf Set, Traditional",0.0,0.0,852,51,5,Furniture,Bookcases,2016
Barcelona,Spain,South,Consumer,Economy,Catalonia,4,"Memorex Router, Bluetooth",0.0,0.0,492,187,2,Technology,Accessories,2016
Apeldoorn,Netherlands,Central,Home Office,Economy,Gelderland,7,"Stockwell Push Pins, Bulk Pack",0.5,10.5,21,-6,3,Office Supplies,Fasteners,2016
Amersfoort,Netherlands,Central,Corporate,Priority,Utrecht,3,"Smead Trays, Industrial",0.5,36.5,73,-25,3,Office Supplies,Storage,2016
Amersfoort,Netherlands,Central,Corporate,Priority,Utrecht,3,"Memorex Numeric Keypad, Bluetooth",0.5,34.0,68,-27,3,Technology,Accessories,2016
Prato,Italy,South,Consumer,Economy,Tuscany,6,"OIC Push Pins, Assorted Sizes",0.0,0.0,37,7,3,Office Supplies,Fasteners,2016
Glasgow,United Kingdom,North,Corporate,Economy,Scotland,4,"Fiskars Shears, Steel",0.0,0.0,329,95,7,Office Supplies,Supplies,2016
Briton Ferry,United Kingdom,North,Home Office,Priority,Wales,3,"Ibico Hole Reinforcements, Durable",0.0,0.0,51,14,6,Office Supplies,Binders,2016
Bath,United Kingdom,North,Consumer,Economy Plus,England,2,"Fiskars Ruler, Serrated",0.0,0.0,11,4,1,Office Supplies,Supplies,2016
Leicester,United Kingdom,North,Corporate,Economy,England,5,"Harbour Creations Color Coded Labels, Alphabetical",0.0,0.0,38,19,3,Office Supplies,Labels,2016
Hanover,Germany,Central,Consumer,Economy,Lower Saxony,4,"BIC Sketch Pad, Easy-Erase",0.5,61.0,122,0,5,Office Supplies,Art,2016
Hanover,Germany,Central,Consumer,Economy,Lower Saxony,4,"Stockwell Paper Clips, Assorted Sizes",0.5,20.0,40,-32,7,Office Supplies,Fasteners,2016
Manchester,United Kingdom,North,Consumer,Economy,England,4,"Eldon Clock, Black",0.30000000000000004,23.7,79,-2,2,Furniture,Furnishings,2016
Manchester,United Kingdom,North,Consumer,Economy,England,4,"BIC Pens, Blue",0.0,0.0,43,5,3,Office Supplies,Art,2016
Manchester,United Kingdom,North,Consumer,Economy,England,4,"Avery Binder Covers, Economy",0.0,0.0,33,10,3,Office Supplies,Binders,2016
Manchester,United Kingdom,North,Consumer,Economy,England,4,"Cardinal Hole Reinforcements, Clear",0.0,0.0,24,11,5,Office Supplies,Binders,2016
Manchester,United Kingdom,North,Consumer,Economy,England,4,"Konica Receipt Printer, Durable",0.0,0.0,734,213,6,Technology,Machines,2016
Exeter,United Kingdom,North,Corporate,Economy Plus,England,3,"Eaton Computer Printout Paper, Multicolor",0.0,0.0,56,8,2,Office Supplies,Paper,2016
Exeter,United Kingdom,North,Corporate,Economy Plus,England,3,"Cisco Speaker Phone, Cordless",0.0,0.0,565,57,4,Technology,Phones,2016
Munich,Germany,Central,Consumer,Economy,Bavaria,4,"Sanford Canvas, Easy-Erase",0.0,0.0,102,13,2,Office Supplies,Art,2016
Munich,Germany,Central,Consumer,Economy,Bavaria,4,"Eldon Trays, Blue",0.1,13.0,130,11,3,Office Supplies,Storage,2016
Dordrecht,Netherlands,Central,Consumer,Economy,South Holland,6,"Binney & Smith Pens, Blue",0.5,24.0,48,-8,8,Office Supplies,Art,2016
Dordrecht,Netherlands,Central,Consumer,Economy,South Holland,6,"Boston Sketch Pad, Water Color",0.5,13.0,26,-24,1,Office Supplies,Art,2016
Dordrecht,Netherlands,Central,Consumer,Economy,South Holland,6,"Sanford Highlighters, Blue",0.5,8.0,16,-12,2,Office Supplies,Art,2016
Dordrecht,Netherlands,Central,Consumer,Economy,South Holland,6,"OIC Push Pins, Assorted Sizes",0.5,6.0,12,-7,2,Office Supplies,Fasteners,2016
Dordrecht,Netherlands,Central,Consumer,Economy,South Holland,6,"Panasonic Calculator, Durable",0.5,38.0,76,-54,3,Technology,Machines,2016
Linz,Austria,Central,Corporate,Economy,Upper Austria,5,"BIC Canvas, Easy-Erase",0.0,0.0,108,37,2,Office Supplies,Art,2016
Linz,Austria,Central,Corporate,Economy,Upper Austria,5,"Wilson Jones Binder, Clear",0.0,0.0,37,3,3,Office Supplies,Binders,2016
Bielefeld,Germany,Central,Consumer,Economy Plus,North Rhine-Westphalia,2,"Lesro Conference Table, Adjustable Height",0.35000000000000003,391.3,1118,206,2,Furniture,Tables,2016
Saint-Quentin,France,Central,Corporate,Economy,Nord-Pas-de-Calais-Picardie,4,"Wilson Jones 3-Hole Punch, Clear",0.0,0.0,137,38,5,Office Supplies,Binders,2016
Saint-Quentin,France,Central,Corporate,Economy,Nord-Pas-de-Calais-Picardie,4,"Rogers Shelving, Industrial",0.1,16.9,169,38,3,Office Supplies,Storage,2016
Villeurbanne,France,Central,Corporate,Economy,Auvergne-Rhône-Alpes,7,"Safco Library with Doors, Metal",0.1,245.2,2452,191,7,Furniture,Bookcases,2016
Villeurbanne,France,Central,Corporate,Economy,Auvergne-Rhône-Alpes,7,"Enermax Note Cards, Premium",0.0,0.0,171,17,6,Office Supplies,Paper,2016
Milan,Italy,South,Consumer,Economy,Lombardy,5,"Elite Scissors, Easy Grip",0.0,0.0,48,22,2,Office Supplies,Supplies,2016
Valencia,Spain,South,Consumer,Economy,Valenciana,4,"Canon Personal Copier, Color",0.0,0.0,1298,65,9,Technology,Copiers,2016
Paris,France,Central,Consumer,Economy Plus,Ile-de-France,2,"Eldon Lockers, Blue",0.1,106.9,1069,0,6,Office Supplies,Storage,2016
Naples,Italy,South,Corporate,Economy,Campania,5,"Eldon Folders, Blue",0.4,8.0,20,-8,2,Office Supplies,Storage,2016
Naples,Italy,South,Corporate,Economy,Campania,5,"Smead Folders, Single Width",0.4,16.8,42,-6,4,Office Supplies,Storage,2016
Naples,Italy,South,Corporate,Economy,Campania,5,"Samsung Audio Dock, VoIP",0.4,40.0,100,-23,1,Technology,Phones,2016
Letchworth,United Kingdom,North,Consumer,Economy,England,4,"Stanley Canvas, Fluorescent",0.0,0.0,254,81,5,Office Supplies,Art,2016
Letchworth,United Kingdom,North,Consumer,Economy,England,4,"Kraft Interoffice Envelope, Set of 50",0.0,0.0,94,21,2,Office Supplies,Envelopes,2016
Letchworth,United Kingdom,North,Consumer,Economy,England,4,"Samsung Audio Dock, with Caller ID",0.0,0.0,167,5,1,Technology,Phones,2016
Nuremberg,Germany,Central,Corporate,Economy,Bavaria,4,"GlobeWeis Clasp Envelope, Security-Tint",0.0,0.0,49,19,4,Office Supplies,Envelopes,2016
Nuremberg,Germany,Central,Corporate,Economy,Bavaria,4,"Brother Copy Machine, Color",0.0,0.0,527,227,2,Technology,Copiers,2016
Courbevoie,France,Central,Consumer,Economy,Ile-de-France,4,"Smead Trays, Single Width",0.1,4.4,44,11,1,Office Supplies,Storage,2016
Seville,Spain,South,Consumer,Priority,Andalusía,2,"Sanford Highlighters, Fluorescent",0.0,0.0,34,14,2,Office Supplies,Art,2016
Zeist,Netherlands,Central,Consumer,Economy Plus,Utrecht,4,"Ikea 3-Shelf Cabinet, Metal",0.5,106.5,213,-145,3,Furniture,Bookcases,2016
Zeist,Netherlands,Central,Consumer,Economy Plus,Utrecht,4,"Ames Clasp Envelope, Security-Tint",0.5,9.5,19,-18,4,Office Supplies,Envelopes,2016
Pescara,Italy,South,Corporate,Economy,Abruzzi,4,"Boston Canvas, Fluorescent",0.0,0.0,275,49,5,Office Supplies,Art,2016
Pescara,Italy,South,Corporate,Economy,Abruzzi,4,"Accos Staples, 12 Pack",0.0,0.0,52,11,5,Office Supplies,Fasteners,2016
Senlis,France,Central,Corporate,Economy,Nord-Pas-de-Calais-Picardie,4,"Hon Chairmat, Black",0.1,33.5,335,-22,7,Furniture,Chairs,2016
Solingen,Germany,Central,Corporate,Economy,North Rhine-Westphalia,4,"Logitech Mouse, Bluetooth",0.0,0.0,117,53,4,Technology,Accessories,2016
Solingen,Germany,Central,Corporate,Economy,North Rhine-Westphalia,4,"SanDisk Numeric Keypad, Bluetooth",0.0,0.0,166,27,3,Technology,Accessories,2016
Stourbridge,United Kingdom,North,Corporate,Priority,England,2,"Eldon Lockers, Wire Frame",0.0,0.0,591,118,3,Office Supplies,Storage,2016
Stourbridge,United Kingdom,North,Corporate,Priority,England,2,"Nokia Headset, Full Size",0.0,0.0,521,10,7,Technology,Phones,2016
Pescara,Italy,South,Consumer,Economy,Abruzzi,4,"Ikea Library with Doors, Mobile",0.0,0.0,2927,146,8,Furniture,Bookcases,2016
Pescara,Italy,South,Consumer,Economy,Abruzzi,4,"Enermax Note Cards, Multicolor",0.0,0.0,294,62,9,Office Supplies,Paper,2016
Pescara,Italy,South,Consumer,Economy,Abruzzi,4,"Apple Office Telephone, Full Size",0.4,80.0,200,13,5,Technology,Phones,2016
Bordeaux,France,Central,Consumer,Economy,Aquitaine-Limousin-Poitou-Charentes,4,"Sanford Pencil Sharpener, Fluorescent",0.0,0.0,52,18,2,Office Supplies,Art,2016
Hemel Hempstead,United Kingdom,North,Consumer,Priority,England,3,"Stanley Markers, Fluorescent",0.0,0.0,47,16,2,Office Supplies,Art,2016
Ravenna,Italy,South,Corporate,Economy Plus,Emilia-Romagna,2,"Acco 3-Hole Punch, Clear",0.0,0.0,89,15,3,Office Supplies,Binders,2016
Ravenna,Italy,South,Corporate,Economy Plus,Emilia-Romagna,2,"Eldon Lockers, Blue",0.4,94.8,237,-119,2,Office Supplies,Storage,2016
Toulon,France,Central,Consumer,Economy,Provence-Alpes-Côte d'Azur,5,"Sauder Stackable Bookrack, Pine",0.1,26.9,269,84,2,Furniture,Bookcases,2016
Toulon,France,Central,Consumer,Economy,Provence-Alpes-Côte d'Azur,5,"Binney & Smith Markers, Water Color",0.0,0.0,245,42,9,Office Supplies,Art,2016
Toulon,France,Central,Consumer,Economy,Provence-Alpes-Côte d'Azur,5,"Fellowes Shelving, Industrial",0.1,15.7,157,59,3,Office Supplies,Storage,2016
Saint-Nazaire,France,Central,Corporate,Economy,Pays de la Loire,7,"Avery Binder, Clear",0.0,0.0,25,2,2,Office Supplies,Binders,2016
Nottingham,United Kingdom,North,Home Office,Economy,England,5,"Safco 3-Shelf Cabinet, Metal",0.0,0.0,2020,707,12,Furniture,Bookcases,2016
Saint-Jean-de-la-Ruelle,France,Central,Corporate,Economy,Centre-Val de Loire,6,"Eldon Folders, Industrial",0.1,3.1,31,-2,2,Office Supplies,Storage,2016
Stuttgart,Germany,Central,Corporate,Economy,Baden-Württemberg,6,"OIC Paper Clips, 12 Pack",0.0,0.0,97,23,7,Office Supplies,Fasteners,2016
Saint-Michel-sur-Orge,France,Central,Consumer,Priority,Ile-de-France,3,"Sanford Highlighters, Easy-Erase",0.0,0.0,48,2,3,Office Supplies,Art,2016
Saint-Michel-sur-Orge,France,Central,Consumer,Priority,Ile-de-France,3,"Stockwell Thumb Tacks, Bulk Pack",0.0,0.0,13,3,1,Office Supplies,Fasteners,2016
Saint-Michel-sur-Orge,France,Central,Consumer,Priority,Ile-de-France,3,"Eldon File Cart, Industrial",0.1,23.0,230,5,2,Office Supplies,Storage,2016
Hamburg,Germany,Central,Consumer,Economy,Hamburg,4,"Rogers Shelving, Wire Frame",0.1,38.6,386,90,7,Office Supplies,Storage,2016
Sheffield,United Kingdom,North,Home Office,Immediate,England,0,"Hon Round Labels, 5000 Label Set",0.5,3.5,7,-3,2,Office Supplies,Labels,2016
Sheffield,United Kingdom,North,Home Office,Immediate,England,0,"Cisco Smart Phone, with Caller ID",0.5,163.5,327,-39,1,Technology,Phones,2016
Celle,Germany,Central,Consumer,Economy,Lower Saxony,7,"BIC Sketch Pad, Blue",0.0,0.0,97,17,2,Office Supplies,Art,2016
Celle,Germany,Central,Consumer,Economy,Lower Saxony,7,"Stanley Canvas, Easy-Erase",0.0,0.0,149,36,3,Office Supplies,Art,2016
Celle,Germany,Central,Consumer,Economy,Lower Saxony,7,"Smead Removable Labels, Laser Printer Compatible",0.0,0.0,31,10,3,Office Supplies,Labels,2016
Celle,Germany,Central,Consumer,Economy,Lower Saxony,7,"Smead Lockers, Blue",0.1,71.4,714,56,4,Office Supplies,Storage,2016
Madrid,Spain,South,Consumer,Economy,Madrid,5,"BIC Highlighters, Easy-Erase",0.0,0.0,77,18,4,Office Supplies,Art,2016
